Query_1	Query_1	BC_1959	5e-61	580
Query_1838	Query_1838	BC_4408	8e-11	146
Query_1838	Query_1838	BC_1616	1e-09	136
Query_1838	Query_1838	BC_4154	3e-09	132
Query_1838	Query_1838	BC_1770	9e-07	111
Query_1839	Query_1839	BC_5151	7e-36	362
Query_1839	Query_1839	BC_1770	4e-35	356
Query_1839	Query_1839	BC_4408	9e-24	257
Query_1839	Query_1839	BC_1616	5e-20	226
Query_1839	Query_1839	BC_4154	3e-18	209
Query_1839	Query_1839	BC_2531	1e-10	145
Query_1842	Query_1842	BC_4525	8e-11	145
Query_1842	Query_1842	BC_0854	1e-08	126
Query_1842	Query_1842	BC_3592	3e-08	122
Query_1842	Query_1842	BC_2410	7e-06	102
Query_1842	Query_1842	BC_2760	8e-06	102
Query_1842	Query_1842	BC_1077	2e-05	99
Query_1842	Query_1842	BC_5434	2e-05	98
Query_1842	Query_1842	BC_2166	3e-05	97
Query_1842	Query_1842	BC_5340	2e-04	90
Query_1843	Query_1843	BC_3193	2e-05	95
Query_1844	Query_1844	BC_0288	2e-06	105
Query_1845	Query_1845	BC_0688	4e-132	1195
Query_1845	Query_1845	BC_3455	5e-103	945
Query_1845	Query_1845	BC_3724	5e-81	755
Query_1845	Query_1845	BC_0643	2e-76	715
Query_1845	Query_1845	BC_0699	3e-76	714
Query_1845	Query_1845	BC_2980	9e-76	709
Query_1845	Query_1845	BC_3052	3e-66	626
Query_1845	Query_1845	BC_0255	8e-18	209
Query_1845	Query_1845	BC_0593	2e-15	189
Query_1845	Query_1845	BC_3577	1e-14	181
Query_1845	Query_1845	BC_3108	6e-11	150
Query_1845	Query_1845	BC_3245	9e-11	149
Query_1845	Query_1845	BC_0865	7e-08	124
Query_1847	Query_1847	BC_1291	7e-18	213
Query_1847	Query_1847	BC_1291	8e-16	195
Query_1847	Query_1847	BC_1291	4e-07	120
Query_1848	Query_1848	BC_3024	3e-84	778
Query_1848	Query_1848	BC_4045	3e-36	364
Query_1848	Query_1848	BC_4340	4e-17	200
Query_1848	Query_1848	BC_3321	2e-14	176
Query_1848	Query_1848	BC_2210	5e-08	121
Query_1849	Query_1849	BC_3025	6e-38	378
Query_1849	Query_1849	BC_1337	7e-08	118
Query_1849	Query_1849	BC_0657	2e-06	106
Query_1849	Query_1849	BC_4474	6e-06	102
Query_1849	Query_1849	BC_4081	6e-06	102
Query_1849	Query_1849	BC_1387	1e-05	99
Query_1849	Query_1849	BC_3128	4e-05	94
Query_1849	Query_1849	BC_1936	2e-04	90
Query_1850	Query_1850	BC_0204	3e-91	842
Query_1850	Query_1850	BC_3456	1e-25	276
Query_1850	Query_1850	BC_0757	2e-14	180
Query_1850	Query_1850	BC_0658	2e-11	155
Query_1850	Query_1850	BC_2880	6e-11	149
Query_1850	Query_1850	BC_4707	7e-11	149
Query_1850	Query_1850	BC_4000	5e-09	133
Query_1850	Query_1850	BC_2310	3e-07	117
Query_1850	Query_1850	BC_4497	4e-07	117
Query_1850	Query_1850	BC_0855	7e-06	106
Query_1850	Query_1850	BC_5058	1e-05	104
Query_1850	Query_1850	BC_2402	2e-05	103
Query_1850	Query_1850	BC_5418	2e-05	102
Query_1850	Query_1850	BC_4568	2e-04	94
Query_1851	Query_1851	BC_3673	4e-64	606
Query_1851	Query_1851	BC_3050	3e-07	115
Query_1851	Query_1851	BC_1452	1e-04	93
Query_1851	Query_1851	BC_1452	2e-04	92
Query_1851	Query_1851	BC_0799	1e-04	92
Query_1852	Query_1852	BC_1302	2e-15	185
Query_1852	Query_1852	BC_1703	1e-14	178
Query_1852	Query_1852	BC_4053	2e-05	99
Query_1852	Query_1852	BC_2549	4e-05	96
Query_1852	Query_1852	BC_2680	6e-05	95
Query_1852	Query_1852	BC_3792	1e-04	92
Query_1853	Query_1853	BC_3607	2e-57	550
Query_1854	Query_1854	BC_2622	1e-106	975
Query_1854	Query_1854	BC_2066	3e-62	591
Query_1854	Query_1854	BC_2799	8e-55	527
Query_1858	Query_1858	BC_4105	2e-28	296
Query_1858	Query_1858	BC_2183	4e-06	103
Query_1858	Query_1858	BC_1574	7e-06	101
Query_1858	Query_1858	BC_2348	8e-06	100
Query_1859	Query_1859	BC_1112	7e-112	1019
Query_1859	Query_1859	BC_5379	2e-11	153
Query_1861	Query_1861	BC_5012	6e-104	951
Query_1861	Query_1861	BC_5058	5e-50	486
Query_1861	Query_1861	BC_3393	1e-49	484
Query_1861	Query_1861	BC_0962	3e-13	170
Query_1861	Query_1861	BC_4568	2e-09	136
Query_1861	Query_1861	BC_4497	1e-08	130
Query_1861	Query_1861	BC_3212	1e-08	130
Query_1861	Query_1861	BC_5442	2e-07	118
Query_1861	Query_1861	BC_2880	3e-07	118
Query_1861	Query_1861	BC_0855	1e-06	112
Query_1861	Query_1861	BC_4707	3e-06	109
Query_1861	Query_1861	BC_4000	3e-06	108
Query_1861	Query_1861	BC_3162	6e-06	106
Query_1861	Query_1861	BC_3314	1e-05	103
Query_1861	Query_1861	BC_0398	2e-05	103
Query_1861	Query_1861	BC_2310	3e-05	100
Query_1861	Query_1861	BC_2283	4e-05	99
Query_1861	Query_1861	BC_3456	5e-05	99
Query_1861	Query_1861	BC_0804	1e-04	95
Query_1862	Query_1862	BC_0808	1e-18	208
Query_1862	Query_1862	BC_5217	2e-17	197
Query_1862	Query_1862	BC_2393	4e-09	126
Query_1863	Query_1863	BC_5210	1e-22	243
Query_1863	Query_1863	BC_5215	5e-21	229
Query_1863	Query_1863	BC_0807	8e-16	184
Query_1864	Query_1864	BC_5216	2e-78	733
Query_1864	Query_1864	BC_5211	2e-74	698
Query_1864	Query_1864	BC_2394	6e-72	676
Query_1864	Query_1864	BC_0809	5e-67	634
Query_1865	Query_1865	BC_3760	2e-79	741
Query_1866	Query_1866	BC_4053	8e-27	284
Query_1866	Query_1866	BC_0630	7e-23	250
Query_1866	Query_1866	BC_3405	7e-22	241
Query_1866	Query_1866	BC_3758	3e-10	141
Query_1866	Query_1866	BC_3792	5e-09	131
Query_1866	Query_1866	BC_2680	2e-08	125
Query_1866	Query_1866	BC_4842	1e-07	118
Query_1866	Query_1866	BC_3756	7e-05	94
Query_1867	Query_1867	BC_0441	4e-15	184
Query_1867	Query_1867	BC_4260	1e-12	162
Query_1871	Query_1871	BC_0286	1e-48	470
Query_1872	Query_1872	BC_0287	5e-83	768
Query_1873	Query_1873	BC_0288	1e-46	452
Query_1873	Query_1873	BC_2051	6e-08	118
Query_1873	Query_1873	BC_0587	6e-07	110
Query_1873	Query_1873	BC_0584	3e-06	104
Query_1873	Query_1873	BC_2923	2e-05	96
Query_1873	Query_1873	BC_2769	5e-05	93
Query_1874	Query_1874	BC_0290	0.0	2239
Query_1874	Query_1874	BC_0239	2e-107	984
Query_1874	Query_1874	BC_5433	1e-94	873
Query_1874	Query_1874	BC_5433	4e-24	265
Query_1874	Query_1874	BC_2151	4e-92	852
Query_1874	Query_1874	BC_5072	7e-83	772
Query_1874	Query_1874	BC_5072	5e-27	290
Query_1874	Query_1874	BC_5072	1e-16	201
Query_1874	Query_1874	BC_2933	3e-75	706
Query_1874	Query_1874	BC_2541	4e-54	523
Query_1874	Query_1874	BC_2541	2e-26	285
Query_1874	Query_1874	BC_2541	5e-25	273
Query_1874	Query_1874	BC_2541	1e-05	105
Query_1874	Query_1874	BC_5178	1e-53	519
Query_1874	Query_1874	BC_5178	1e-24	270
Query_1874	Query_1874	BC_5178	2e-24	269
Query_1874	Query_1874	BC_5178	2e-09	138
Query_1874	Query_1874	BC_2655	2e-17	208
Query_1874	Query_1874	BC_2655	9e-08	124
Query_1874	Query_1874	BC_0403	3e-16	197
Query_1874	Query_1874	BC_0403	2e-07	122
Query_1874	Query_1874	BC_4748	6e-16	195
Query_1874	Query_1874	BC_4748	6e-12	160
Query_1874	Query_1874	BC_0767	6e-15	186
Query_1874	Query_1874	BC_3666	6e-15	186
Query_1874	Query_1874	BC_3666	4e-11	153
Query_1874	Query_1874	BC_3222	2e-14	182
Query_1874	Query_1874	BC_4279	3e-14	181
Query_1874	Query_1874	BC_4279	4e-12	162
Query_1874	Query_1874	BC_2478	1e-13	175
Query_1874	Query_1874	BC_2478	4e-06	110
Query_1874	Query_1874	BC_1094	1e-13	175
Query_1874	Query_1874	BC_1094	7e-10	142
Query_1874	Query_1874	BC_0743	2e-13	173
Query_1874	Query_1874	BC_0743	7e-11	151
Query_1874	Query_1874	BC_4077	4e-13	170
Query_1874	Query_1874	BC_4077	3e-07	120
Query_1874	Query_1874	BC_4779	5e-13	169
Query_1874	Query_1874	BC_4510	9e-13	167
Query_1874	Query_1874	BC_4510	2e-10	148
Query_1874	Query_1874	BC_1684	1e-12	166
Query_1874	Query_1874	BC_1928	2e-12	165
Query_1874	Query_1874	BC_0874	2e-12	164
Query_1874	Query_1874	BC_0874	8e-10	142
Query_1874	Query_1874	BC_0662	3e-12	163
Query_1874	Query_1874	BC_0160	3e-12	162
Query_1874	Query_1874	BC_0160	2e-07	121
Query_1874	Query_1874	BC_4537	5e-12	161
Query_1874	Query_1874	BC_4537	8e-11	150
Query_1874	Query_1874	BC_0513	5e-12	161
Query_1874	Query_1874	BC_0513	5e-09	135
Query_1874	Query_1874	BC_5285	5e-12	161
Query_1874	Query_1874	BC_5285	2e-07	121
Query_1874	Query_1874	BC_4544	7e-12	160
Query_1874	Query_1874	BC_5186	9e-12	159
Query_1874	Query_1874	BC_5186	2e-06	113
Query_1874	Query_1874	BC_5182	1e-11	158
Query_1874	Query_1874	BC_5182	1e-11	157
Query_1874	Query_1874	BC_1286	1e-11	158
Query_1874	Query_1874	BC_1286	2e-10	147
Query_1874	Query_1874	BC_4148	2e-11	156
Query_1874	Query_1874	BC_4148	3e-11	154
Query_1874	Query_1874	BC_1183	3e-11	154
Query_1874	Query_1874	BC_0346	3e-11	154
Query_1874	Query_1874	BC_0346	2e-09	138
Query_1874	Query_1874	BC_0210	4e-11	153
Query_1874	Query_1874	BC_0210	8e-10	142
Query_1874	Query_1874	BC_4361	5e-11	152
Query_1874	Query_1874	BC_4940	5e-11	152
Query_1874	Query_1874	BC_4940	1e-07	124
Query_1874	Query_1874	BC_4221	6e-11	152
Query_1874	Query_1874	BC_5400	1e-10	150
Query_1874	Query_1874	BC_5400	5e-10	144
Query_1874	Query_1874	BC_1941	1e-10	150
Query_1874	Query_1874	BC_1941	2e-07	122
Query_1874	Query_1874	BC_1359	2e-10	147
Query_1874	Query_1874	BC_1359	2e-06	112
Query_1874	Query_1874	BC_1050	2e-10	147
Query_1874	Query_1874	BC_1050	3e-06	111
Query_1874	Query_1874	BC_5355	2e-10	147
Query_1874	Query_1874	BC_3735	2e-10	147
Query_1874	Query_1874	BC_3735	1e-09	141
Query_1874	Query_1874	BC_5381	2e-10	147
Query_1874	Query_1874	BC_5381	3e-08	128
Query_1874	Query_1874	BC_0619	2e-10	146
Query_1874	Query_1874	BC_0619	9e-10	141
Query_1874	Query_1874	BC_4839	3e-10	146
Query_1874	Query_1874	BC_4839	6e-10	143
Query_1874	Query_1874	BC_3591	3e-10	145
Query_1874	Query_1874	BC_1324	3e-10	145
Query_1874	Query_1874	BC_1324	1e-09	140
Query_1874	Query_1874	BC_0815	4e-10	144
Query_1874	Query_1874	BC_0815	1e-07	123
Query_1874	Query_1874	BC_0911	4e-10	144
Query_1874	Query_1874	BC_0911	3e-06	111
Query_1874	Query_1874	BC_2912	5e-10	143
Query_1874	Query_1874	BC_2912	4e-09	136
Query_1874	Query_1874	BC_1955	9e-10	141
Query_1874	Query_1874	BC_0509	2e-09	139
Query_1874	Query_1874	BC_0509	7e-08	125
Query_1874	Query_1874	BC_0567	2e-09	138
Query_1874	Query_1874	BC_0567	5e-08	126
Query_1874	Query_1874	BC_4831	2e-09	138
Query_1874	Query_1874	BC_5254	3e-09	138
Query_1874	Query_1874	BC_5254	2e-07	122
Query_1874	Query_1874	BC_2543	3e-09	137
Query_1874	Query_1874	BC_2543	7e-08	125
Query_1874	Query_1874	BC_1734	5e-09	135
Query_1874	Query_1874	BC_1734	7e-08	125
Query_1874	Query_1874	BC_2371	6e-09	134
Query_1874	Query_1874	BC_2371	4e-06	110
Query_1874	Query_1874	BC_1940	7e-09	134
Query_1874	Query_1874	BC_1940	3e-07	120
Query_1874	Query_1874	BC_3679	8e-09	133
Query_1874	Query_1874	BC_2719	2e-08	130
Query_1874	Query_1874	BC_2719	5e-08	127
Query_1874	Query_1874	BC_5118	3e-08	128
Query_1874	Query_1874	BC_5118	1e-07	123
Query_1874	Query_1874	BC_1357	4e-08	128
Query_1874	Query_1874	BC_0197	5e-08	127
Query_1874	Query_1874	BC_0197	8e-08	125
Query_1874	Query_1874	BC_3329	5e-08	126
Query_1874	Query_1874	BC_3329	6e-07	117
Query_1874	Query_1874	BC_4266	6e-08	126
Query_1874	Query_1874	BC_4266	9e-07	116
Query_1874	Query_1874	BC_5103	6e-08	126
Query_1874	Query_1874	BC_3790	6e-08	126
Query_1874	Query_1874	BC_4987	6e-08	126
Query_1874	Query_1874	BC_4987	9e-08	124
Query_1874	Query_1874	BC_0245	7e-08	125
Query_1874	Query_1874	BC_0245	7e-06	108
Query_1874	Query_1874	BC_2232	9e-08	124
Query_1874	Query_1874	BC_2232	1e-06	115
Query_1874	Query_1874	BC_2323	1e-07	124
Query_1874	Query_1874	BC_4743	2e-07	122
Query_1874	Query_1874	BC_1182	2e-07	122
Query_1874	Query_1874	BC_1182	3e-07	120
Query_1874	Query_1874	BC_0161	2e-07	121
Query_1874	Query_1874	BC_2902	3e-07	120
Query_1874	Query_1874	BC_2902	9e-07	116
Query_1874	Query_1874	BC_1929	3e-07	120
Query_1874	Query_1874	BC_0764	4e-07	119
Query_1874	Query_1874	BC_0427	4e-07	119
Query_1874	Query_1874	BC_3436	4e-07	118
Query_1874	Query_1874	BC_3436	1e-06	114
Query_1874	Query_1874	BC_0871	5e-07	118
Query_1874	Query_1874	BC_0871	5e-07	118
Query_1874	Query_1874	BC_0244	5e-07	118
Query_1874	Query_1874	BC_4983	9e-07	115
Query_1874	Query_1874	BC_0870	1e-06	115
Query_1874	Query_1874	BC_2963	1e-06	115
Query_1874	Query_1874	BC_3685	3e-06	111
Query_1874	Query_1874	BC_0910	3e-06	111
Query_1874	Query_1874	BC_0910	3e-06	111
Query_1874	Query_1874	BC_2372	3e-06	111
Query_1874	Query_1874	BC_2184	6e-06	109
Query_1874	Query_1874	BC_2184	1e-05	106
Query_1874	Query_1874	BC_0639	7e-06	108
Query_1874	Query_1874	BC_2791	7e-06	108
Query_1874	Query_1874	BC_2791	1e-04	97
Query_1874	Query_1874	BC_5286	2e-05	103
Query_1874	Query_1874	BC_4431	4e-05	101
Query_1874	Query_1874	BC_3678	5e-05	101
Query_1874	Query_1874	BC_4824	6e-05	100
Query_1875	Query_1875	BC_4722	4e-59	561
Query_1876	Query_1876	BC_0291	1e-95	876
Query_1877	Query_1877	BC_0292	6e-05	90
Query_1878	Query_1878	BC_0293	9e-62	585
Query_1878	Query_1878	BC_4565	5e-09	131
Query_1878	Query_1878	BC_0636	5e-08	122
Query_1878	Query_1878	BC_1361	1e-07	119
Query_1881	Query_1881	BC_0941	1e-17	207
Query_1882	Query_1882	BC_0941	9e-28	294
Query_1885	Query_1885	BC_0939	3e-90	833
Query_1886	Query_1886	BC_0940	5e-71	668
Query_1887	Query_1887	BC_2733	3e-06	101
Query_1888	Query_1888	BC_2733	4e-47	454
Query_1889	Query_1889	BC_0773	3e-85	789
Query_1889	Query_1889	BC_0660	3e-14	177
Query_1889	Query_1889	BC_4843	6e-05	97
Query_1894	Query_1894	BC_0398	3e-15	187
Query_1894	Query_1894	BC_0935	7e-10	141
Query_1894	Query_1894	BC_5418	3e-09	136
Query_1894	Query_1894	BC_5442	3e-08	127
Query_1894	Query_1894	BC_3000	3e-08	127
Query_1894	Query_1894	BC_0204	6e-07	116
Query_1894	Query_1894	BC_2880	9e-05	97
Query_1895	Query_1895	BC_0668	2e-120	1094
Query_1895	Query_1895	BC_3092	4e-17	202
Query_1895	Query_1895	BC_2220	5e-15	184
Query_1895	Query_1895	BC_3380	4e-11	151
Query_1895	Query_1895	BC_3377	2e-09	136
Query_1895	Query_1895	BC_0199	7e-09	131
Query_1895	Query_1895	BC_2660	8e-09	130
Query_1895	Query_1895	BC_3477	1e-08	130
Query_1895	Query_1895	BC_2107	2e-06	111
Query_1895	Query_1895	BC_3498	8e-06	105
Query_1895	Query_1895	BC_2529	1e-04	95
Query_1898	Query_1898	BC_2357	2e-10	137
Query_1899	Query_1899	BC_3122	2e-24	263
Query_1899	Query_1899	BC_4774	1e-17	205
Query_1899	Query_1899	BC_4854	1e-13	171
Query_1899	Query_1899	BC_3312	6e-11	148
Query_1900	Query_1900	BC_5397	3e-22	239
Query_1901	Query_1901	BC_3364	4e-20	221
Query_1901	Query_1901	BC_0847	2e-07	112
Query_1901	Query_1901	BC_3191	2e-04	86
Query_1901	Query_1901	BC_0454	2e-04	85
Query_1902	Query_1902	BC_5059	4e-22	238
Query_1902	Query_1902	BC_3404	8e-22	236
Query_1902	Query_1902	BC_4316	5e-21	229
Query_1902	Query_1902	BC_3409	2e-20	223
Query_1902	Query_1902	BC_3320	6e-20	219
Query_1902	Query_1902	BC_3421	1e-19	218
Query_1902	Query_1902	BC_2517	5e-18	203
Query_1902	Query_1902	BC_3408	5e-16	186
Query_1902	Query_1902	BC_0856	1e-14	175
Query_1902	Query_1902	BC_5197	2e-13	164
Query_1902	Query_1902	BC_3389	9e-10	132
Query_1904	Query_1904	BC_3470	4e-63	599
Query_1905	Query_1905	BC_2261	9e-85	785
Query_1905	Query_1905	BC_4404	1e-47	464
Query_1906	Query_1906	BC_2117	2e-119	1084
Query_1906	Query_1906	BC_2997	4e-82	762
Query_1906	Query_1906	BC_3018	3e-61	582
Query_1906	Query_1906	BC_0625	7e-08	122
Query_1908	Query_1908	BC_2115	2e-126	1148
Query_1911	Query_1911	BC_3353	6e-27	283
Query_1912	Query_1912	BC_3309	5e-17	194
Query_1913	Query_1913	BC_3245	5e-147	1324
Query_1913	Query_1913	BC_0593	6e-19	219
Query_1913	Query_1913	BC_0255	3e-16	196
Query_1913	Query_1913	BC_3108	4e-16	195
Query_1913	Query_1913	BC_3577	5e-14	176
Query_1913	Query_1913	BC_3052	5e-09	133
Query_1913	Query_1913	BC_5013	2e-08	129
Query_1913	Query_1913	BC_0643	3e-08	127
Query_1913	Query_1913	BC_3724	3e-06	109
Query_1913	Query_1913	BC_0699	6e-06	107
Query_1913	Query_1913	BC_0688	1e-05	104
Query_1918	Query_1918	BC_3293	1e-23	263
Query_1918	Query_1918	BC_3263	1e-19	227
Query_1918	Query_1918	BC_3294	1e-17	211
Query_1918	Query_1918	BC_0920	1e-10	150
Query_1920	Query_1920	BC_0539	2e-122	1109
Query_1922	Query_1922	BC_0364	0.0	1855
Query_1923	Query_1923	BC_1921	2e-06	108
Query_1925	Query_1925	BC_3012	0.0	1616
Query_1928	Query_1928	BC_3646	1e-139	1260
Query_1928	Query_1928	BC_0511	5e-22	246
Query_1929	Query_1929	BC_0342	3e-97	894
Query_1929	Query_1929	BC_4675	4e-40	401
Query_1930	Query_1930	BC_0637	7e-40	398
Query_1931	Query_1931	BC_5434	7e-50	484
Query_1931	Query_1931	BC_2410	9e-09	129
Query_1931	Query_1931	BC_3160	1e-07	120
Query_1931	Query_1931	BC_2480	1e-07	119
Query_1931	Query_1931	BC_5340	1e-06	111
Query_1931	Query_1931	BC_1818	1e-06	111
Query_1931	Query_1931	BC_2166	2e-06	110
Query_1931	Query_1931	BC_3084	2e-06	109
Query_1931	Query_1931	BC_0854	2e-06	109
Query_1931	Query_1931	BC_0433	2e-06	108
Query_1931	Query_1931	BC_1053	9e-06	103
Query_1931	Query_1931	BC_2760	1e-05	102
Query_1931	Query_1931	BC_2936	3e-05	99
Query_1931	Query_1931	BC_3592	3e-05	99
Query_1931	Query_1931	BC_1059	3e-05	99
Query_1931	Query_1931	BC_4525	5e-05	97
Query_1931	Query_1931	BC_4212	9e-05	95
Query_1932	Query_1932	BC_5435	0.0	3333
Query_1932	Query_1932	BC_0714	1e-165	1488
Query_1933	Query_1933	BC_0353	7e-116	1053
Query_1933	Query_1933	BC_4816	4e-43	425
Query_1936	Query_1936	BC_3079	3e-23	252
Query_1937	Query_1937	BC_0438	3e-08	120
Query_1939	Query_1939	BC_5441	2e-28	303
Query_1939	Query_1939	BC_1301	6e-09	134
Query_1940	Query_1940	BC_5411	3e-14	178
Query_1940	Query_1940	BC_2217	6e-14	175
Query_1940	Query_1940	BC_1627	3e-13	169
Query_1940	Query_1940	BC_4170	4e-12	159
Query_1940	Query_1940	BC_3207	2e-11	153
Query_1940	Query_1940	BC_2507	4e-11	151
Query_1940	Query_1940	BC_5336	9e-11	148
Query_1940	Query_1940	BC_3105	2e-10	146
Query_1940	Query_1940	BC_3113	3e-10	143
Query_1940	Query_1940	BC_1300	2e-09	137
Query_1940	Query_1940	BC_3033	2e-09	135
Query_1940	Query_1940	BC_1732	4e-09	134
Query_1940	Query_1940	BC_0652	1e-08	130
Query_1940	Query_1940	BC_1439	1e-08	129
Query_1940	Query_1940	BC_0586	2e-08	127
Query_1940	Query_1940	BC_0937	5e-08	124
Query_1940	Query_1940	BC_5463	6e-08	123
Query_1940	Query_1940	BC_5440	1e-07	120
Query_1940	Query_1940	BC_3740	1e-07	120
Query_1940	Query_1940	BC_3253	2e-07	120
Query_1940	Query_1940	BC_0561	2e-07	119
Query_1940	Query_1940	BC_1743	4e-07	116
Query_1940	Query_1940	BC_1972	1e-06	113
Query_1940	Query_1940	BC_0882	2e-06	110
Query_1940	Query_1940	BC_1477	2e-06	110
Query_1940	Query_1940	BC_5262	4e-06	108
Query_1940	Query_1940	BC_2498	5e-06	107
Query_1940	Query_1940	BC_1119	7e-06	105
Query_1940	Query_1940	BC_3043	1e-05	104
Query_1940	Query_1940	BC_4433	1e-05	103
Query_1940	Query_1940	BC_1006	2e-05	102
Query_1940	Query_1940	BC_0578	2e-05	101
Query_1940	Query_1940	BC_1956	3e-05	100
Query_1940	Query_1940	BC_5352	4e-05	99
Query_1940	Query_1940	BC_1800	5e-05	98
Query_1940	Query_1940	BC_3200	1e-04	95
Query_1940	Query_1940	BC_4849	2e-04	94
Query_1942	Query_1942	BC_0568	3e-37	375
Query_1942	Query_1942	BC_4012	1e-21	241
Query_1943	Query_1943	BC_0569	4e-35	357
Query_1943	Query_1943	BC_4011	2e-27	291
Query_1943	Query_1943	BC_1092	6e-06	105
Query_1945	Query_1945	BC_3253	8e-11	151
Query_1945	Query_1945	BC_3740	3e-10	147
Query_1945	Query_1945	BC_2507	3e-09	138
Query_1945	Query_1945	BC_3105	2e-08	130
Query_1945	Query_1945	BC_1115	5e-08	127
Query_1945	Query_1945	BC_0213	7e-08	126
Query_1945	Query_1945	BC_3033	5e-05	101
Query_1954	Query_1954	BC_1770	5e-64	605
Query_1954	Query_1954	BC_1616	2e-29	306
Query_1954	Query_1954	BC_5151	2e-26	281
Query_1954	Query_1954	BC_4408	4e-18	208
Query_1954	Query_1954	BC_4154	3e-15	184
Query_1954	Query_1954	BC_2531	1e-08	127
Query_1955	Query_1955	BC_2969	4e-34	343
Query_1955	Query_1955	BC_4542	4e-08	119
Query_1956	Query_1956	BC_2105	7e-14	168
Query_1956	Query_1956	BC_5220	4e-13	161
Query_1959	Query_1959	BC_3038	1e-23	259
Query_1959	Query_1959	BC_0847	2e-20	231
Query_1959	Query_1959	BC_3364	1e-18	215
Query_1959	Query_1959	BC_0318	2e-15	188
Query_1959	Query_1959	BC_4765	1e-14	180
Query_1959	Query_1959	BC_1840	8e-12	156
Query_1959	Query_1959	BC_1596	3e-11	151
Query_1959	Query_1959	BC_0454	5e-11	149
Query_1959	Query_1959	BC_2741	2e-08	127
Query_1959	Query_1959	BC_2681	5e-07	115
Query_1959	Query_1959	BC_3191	3e-05	99
Query_1959	Query_1959	BC_1227	3e-05	99
Query_1960	Query_1960	BC_0657	1e-09	134
Query_1960	Query_1960	BC_1337	2e-08	124
Query_1960	Query_1960	BC_1936	2e-07	116
Query_1960	Query_1960	BC_3025	3e-07	113
Query_1960	Query_1960	BC_4124	4e-07	112
Query_1960	Query_1960	BC_4081	2e-06	107
Query_1960	Query_1960	BC_1387	8e-06	101
Query_1960	Query_1960	BC_3128	1e-05	100
Query_1960	Query_1960	BC_4474	1e-05	99
Query_1962	Query_1962	BC_3535	2e-146	1317
Query_1962	Query_1962	BC_1267	1e-12	163
Query_1962	Query_1962	BC_1268	7e-06	105
Query_1963	Query_1963	BC_3211	0.0	4354
Query_1963	Query_1963	BC_2634	1e-06	117
Query_1966	Query_1966	BC_3244	9e-27	278
Query_1966	Query_1966	BC_3175	2e-16	188
Query_1966	Query_1966	BC_1363	1e-11	148
Query_1966	Query_1966	BC_5097	1e-09	130
Query_1966	Query_1966	BC_0848	3e-07	110
Query_1968	Query_1968	BC_2480	8e-08	119
Query_1968	Query_1968	BC_1818	3e-07	114
Query_1968	Query_1968	BC_4212	7e-05	94
Query_1969	Query_1969	BC_0618	2e-104	954
Query_1969	Query_1969	BC_5382	2e-65	619
Query_1969	Query_1969	BC_3467	8e-56	536
Query_1969	Query_1969	BC_4362	6e-54	520
Query_1969	Query_1969	BC_3736	4e-53	512
Query_1969	Query_1969	BC_0381	5e-47	460
Query_1969	Query_1969	BC_5383	2e-42	421
Query_1969	Query_1969	BC_4545	1e-41	414
Query_1969	Query_1969	BC_0382	7e-34	346
Query_1969	Query_1969	BC_3468	3e-33	342
Query_1969	Query_1969	BC_3737	7e-33	338
Query_1969	Query_1969	BC_5105	4e-15	185
Query_1970	Query_1970	BC_3418	8e-88	811
Query_1970	Query_1970	BC_2219	5e-27	287
Query_1971	Query_1971	BC_0786	3e-30	313
Query_1971	Query_1971	BC_2210	5e-06	104
Query_1974	Query_1974	BC_0497	2e-83	774
Query_1975	Query_1975	BC_0498	4e-51	494
Query_1976	Query_1976	BC_0499	9e-26	269
Query_1977	Query_1977	BC_5058	1e-54	527
Query_1977	Query_1977	BC_3393	2e-52	508
Query_1977	Query_1977	BC_5012	7e-28	296
Query_1977	Query_1977	BC_0962	4e-09	134
Query_1977	Query_1977	BC_3212	6e-07	115
Query_1977	Query_1977	BC_4000	2e-06	111
Query_1977	Query_1977	BC_4497	2e-06	110
Query_1977	Query_1977	BC_2880	4e-06	108
Query_1977	Query_1977	BC_3162	2e-05	102
Query_1977	Query_1977	BC_4568	8e-05	97
Query_1977	Query_1977	BC_2310	1e-04	95
Query_1978	Query_1978	BC_0502	3e-19	213
Query_1979	Query_1979	BC_2952	2e-07	115
Query_1979	Query_1979	BC_0813	6e-07	111
Query_1979	Query_1979	BC_5239	1e-06	108
Query_1979	Query_1979	BC_1953	2e-06	106
Query_1979	Query_1979	BC_5234	6e-06	102
Query_1979	Query_1979	BC_0740	7e-06	101
Query_1980	Query_1980	BC_1961	1e-11	148
Query_1981	Query_1981	BC_4904	4e-13	167
Query_1981	Query_1981	BC_3122	4e-12	158
Query_1981	Query_1981	BC_3312	7e-10	139
Query_1981	Query_1981	BC_4774	8e-09	130
Query_1981	Query_1981	BC_2171	7e-08	121
Query_1981	Query_1981	BC_2337	4e-07	115
Query_1981	Query_1981	BC_4854	1e-06	111
Query_1981	Query_1981	BC_4345	2e-06	110
Query_1981	Query_1981	BC_2743	2e-05	100
Query_1981	Query_1981	BC_2519	3e-05	98
Query_1982	Query_1982	BC_5431	7e-82	764
Query_1983	Query_1983	BC_0503	2e-111	1014
Query_1984	Query_1984	BC_0504	5e-131	1185
Query_1984	Query_1984	BC_1548	1e-08	129
Query_1985	Query_1985	BC_0505	1e-27	285
Query_1986	Query_1986	BC_2218	6e-11	147
